HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.img_url,Answer.Answer_1,Answer.Answer_2,Answer.Answer_3,Answer.Answer_4,Approve,Reject
3IVEC1GSLPGU9Q1K2LZN0FJN49SJ1J,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,3A7Y0R2P2P64MBK7ZGPWK8J6OKGJXZ,A2U0QL8K0NTGS5,Approved,Mon Jun 27 15:32:51 PDT 2016,Mon Jun 27 15:32:59 PDT 2016,Mon Jun 27 23:32:59 PDT 2016,Mon Jun 27 15:49:23 PDT 2016,,,8,100% (39/39),100% (39/39),100% (39/39),http://s3.amazonaws.com/caption-scene/upload_batches/10000_11000/305615920.jpg,1,1,,0,,
3IVEC1GSLPGU9Q1K2LZN0FJN49SJ1J,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,3DYGAII7PMQGZPMT8FZONW9P0G0QPA,A68CSKRK4XJBX,Approved,Mon Jun 27 15:40:26 PDT 2016,Mon Jun 27 15:41:09 PDT 2016,Mon Jun 27 23:41:09 PDT 2016,Mon Jun 27 15:49:23 PDT 2016,,,43,100% (17/17),100% (17/17),100% (17/17),http://s3.amazonaws.com/caption-scene/upload_batches/10000_11000/305615920.jpg,1,1,,0,,
3IVEC1GSLPGU9Q1K2LZN0FJN49SJ1J,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,3M81GAB8A11EVVLJPAHNSC40JCJQBN,A3193MI1J3OGLA,Approved,Mon Jun 27 15:32:49 PDT 2016,Mon Jun 27 15:33:58 PDT 2016,Mon Jun 27 23:33:58 PDT 2016,Mon Jun 27 15:49:23 PDT 2016,,,69,100% (1/1),100% (1/1),100% (1/1),http://s3.amazonaws.com/caption-scene/upload_batches/10000_11000/305615920.jpg,1,1,,0,,
3J9UN9O9J39U21G262VNMA0DZHMJ0G,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,39KFRKBFIOD7NR1EKP33BI71PKKYO3,A1VVXZYA3TPHP0,Approved,Mon Jun 27 15:37:05 PDT 2016,Mon Jun 27 15:39:18 PDT 2016,Mon Jun 27 23:39:18 PDT 2016,Mon Jun 27 15:49:25 PDT 2016,,,133,100% (23/23),100% (23/23),100% (23/23),http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/418583100.jpg,1,0,0,,,
3J9UN9O9J39U21G262VNMA0DZHMJ0G,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,3NKQQ8O39ZNZ2LQKKFSYX3PPPI2UD4,A3OL8X89T5C26B,Approved,Mon Jun 27 15:37:23 PDT 2016,Mon Jun 27 15:37:54 PDT 2016,Mon Jun 27 23:37:54 PDT 2016,Mon Jun 27 15:49:25 PDT 2016,,,31,100% (9/9),100% (9/9),100% (9/9),http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/418583100.jpg,1,0,0,,,
3J9UN9O9J39U21G262VNMA0DZHMJ0G,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,3WSELTNVR4KM418J00BM26VHL1XTA9,A3EBUBRYCKB6AF,Approved,Mon Jun 27 15:32:08 PDT 2016,Mon Jun 27 15:32:19 PDT 2016,Mon Jun 27 23:32:19 PDT 2016,Mon Jun 27 15:49:25 PDT 2016,,,11,100% (13/13),100% (13/13),100% (13/13),http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/418583100.jpg,1,1,,4,,
30P8I9JKOI22O32XKXFI6T7YBC45V8,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,3D4CH1LGEBB4UDC8OUYF7S58PP99G3,A3PVIRB9JTIZHJ,Approved,Mon Jun 27 15:36:30 PDT 2016,Mon Jun 27 15:36:50 PDT 2016,Mon Jun 27 23:36:50 PDT 2016,Mon Jun 27 15:48:44 PDT 2016,,,20,100% (32/32),100% (32/32),100% (20/20),http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1547575241.jpg,1,0,2,,,
30P8I9JKOI22O32XKXFI6T7YBC45V8,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,3TY7ZAOG5G2R05KEEP01C9W8T2XK06,A68CSKRK4XJBX,Approved,Mon Jun 27 15:41:49 PDT 2016,Mon Jun 27 15:43:13 PDT 2016,Mon Jun 27 23:43:13 PDT 2016,Mon Jun 27 15:48:44 PDT 2016,,,84,100% (17/17),100% (17/17),100% (17/17),http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1547575241.jpg,1,0,2,,,
30P8I9JKOI22O32XKXFI6T7YBC45V8,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,3W2LOLRXLCXF0Z4D82JGW5XV2SURK9,A25YG9M911WA3T,Approved,Mon Jun 27 15:35:30 PDT 2016,Mon Jun 27 15:35:45 PDT 2016,Mon Jun 27 23:35:45 PDT 2016,Mon Jun 27 15:48:44 PDT 2016,,,15,100% (9/9),100% (9/9),100% (9/9),http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1547575241.jpg,1,0,2,,,
335HHSX8CDMSAFM6UEGXP44HGERDHY,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 15:28:12 PDT 2016,3,BatchId:2445440;,600,28800,Mon Jul 04 15:28:12 PDT 2016,,,37U1UTWH9W4V5Y2CZDMD60O47S28R9,A2MIOF3QNY3Y70,Approved,Mon Jun 27 15:35:39 PDT 2016,Mon Jun 27 15:35:50 PDT 2016,Mon Jun 27 23:35:50 PDT 2016,Mon Jun 27 15:48:46 PDT 2016,,,11,99% (176/178),99% (176/178),100% (17/17),http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2897143731.jpg,0,0,4,,,
