"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"301KG0KX9C2575OQXPWGTLDDJN9H20","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:19 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:19 PDT 2016","","","39KFRKBFIOD7NR1EKP33BI71PM5OYI","ALL7DVKC4RL0O","Approved","Mon Jun 27 19:56:27 PDT 2016","Mon Jun 27 19:57:27 PDT 2016","Tue Jun 28 03:57:27 PDT 2016","Mon Jun 27 20:44:37 PDT 2016","","","60","100% (174/174)","100% (174/174)","100% (174/174)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4838419142.jpg","1","1","","3"
"301KG0KX9C2575OQXPWGTLDDJN9H20","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:19 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:19 PDT 2016","","","3B1NLC6UG0EPM0SF5JUCTI5NUV9PG0","A11WCFPJSR5VZP","Approved","Mon Jun 27 19:47:13 PDT 2016","Mon Jun 27 19:47:26 PDT 2016","Tue Jun 28 03:47:26 PDT 2016","Mon Jun 27 20:44:37 PDT 2016","","","13","100% (42/42)","100% (42/42)","100% (42/42)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4838419142.jpg","1","1","","3"
"301KG0KX9C2575OQXPWGTLDDJN9H20","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:19 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:19 PDT 2016","","","3QL2OFSM970C230XNIL1Z2FDWOHCNI","A3J5GUVGA6WQJG","Approved","Mon Jun 27 19:48:06 PDT 2016","Mon Jun 27 19:51:24 PDT 2016","Tue Jun 28 03:51:24 PDT 2016","Mon Jun 27 20:44:37 PDT 2016","","","198","100% (65/65)","100% (65/65)","100% (65/65)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4838419142.jpg","1","1","","3"
"301KG0KX9C2575OQXPWGTLDDJNA2HM","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:18 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:18 PDT 2016","","","3IJXV6UZ1Y1OU4EP8ZY4JPIIAQWIRK","A2XI9YL5UOO2YC","Approved","Mon Jun 27 20:13:48 PDT 2016","Mon Jun 27 20:13:56 PDT 2016","Tue Jun 28 04:13:56 PDT 2016","Mon Jun 27 20:44:37 PDT 2016","","","8","100% (19/19)","100% (19/19)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3157744152.jpg","1","0","2",""
"301KG0KX9C2575OQXPWGTLDDJNA2HM","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:18 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:18 PDT 2016","","","3KWTYT0871L1FIOXWVIE845EZC1L5N","A34QZDSTKZ3JO9","Approved","Mon Jun 27 20:13:24 PDT 2016","Mon Jun 27 20:13:31 PDT 2016","Tue Jun 28 04:13:31 PDT 2016","Mon Jun 27 20:44:37 PDT 2016","","","7","100% (144/144)","100% (144/144)","100% (144/144)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3157744152.jpg","1","0","2",""
"301KG0KX9C2575OQXPWGTLDDJNA2HM","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:18 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:18 PDT 2016","","","3QBD8R3Z221RPKNUVIFWVT3UULBO42","AS9E0S6DBSWH7","Approved","Mon Jun 27 20:14:34 PDT 2016","Mon Jun 27 20:18:13 PDT 2016","Tue Jun 28 04:18:13 PDT 2016","Mon Jun 27 20:44:38 PDT 2016","","","219","100% (36/36)","100% (36/36)","100% (36/36)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3157744152.jpg","1","0","2",""
"302OLP89DZO3V08EOCBUOCZVIJVACQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:09 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:09 PDT 2016","","","33NF62TLXKKY2BL00XA7UEB4SDMJKZ","ALL7DVKC4RL0O","Approved","Mon Jun 27 19:56:22 PDT 2016","Mon Jun 27 19:57:15 PDT 2016","Tue Jun 28 03:57:15 PDT 2016","Mon Jun 27 20:44:38 PDT 2016","","","53","100% (174/174)","100% (174/174)","100% (174/174)","http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2795744886.jpg","0","0","3",""
"302OLP89DZO3V08EOCBUOCZVIJVACQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:09 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:09 PDT 2016","","","3E1QT0TDFQRICZZT9QS4S8NDKXYI8W","A3QZ8Q062X9EFZ","Approved","Mon Jun 27 19:29:30 PDT 2016","Mon Jun 27 19:29:46 PDT 2016","Tue Jun 28 03:29:46 PDT 2016","Mon Jun 27 20:44:38 PDT 2016","","","16","100% (172/172)","100% (172/172)","100% (172/172)","http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2795744886.jpg","0","0","3",""
"302OLP89DZO3V08EOCBUOCZVIJVACQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:09 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:09 PDT 2016","","","3RSDURM96B4LB0OPQB0766DNLKWEY1","A3UUH3632AI3ZX","Approved","Mon Jun 27 19:36:35 PDT 2016","Mon Jun 27 19:36:40 PDT 2016","Tue Jun 28 03:36:40 PDT 2016","Mon Jun 27 20:44:38 PDT 2016","","","5","100% (482/482)","100% (460/460)","100% (198/198)","http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2795744886.jpg","0","0","3",""
"302OLP89DZO3V08EOCBUOCZVIJWACR","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 19:24:27 PDT 2016","3","BatchId:2445706;","600","28800","Mon Jul 04 19:24:27 PDT 2016","","","3IAS3U3I0GYX3CJYNZRMWU6X38W2BG","A3KHL7I1DL0712","Approved","Mon Jun 27 20:12:10 PDT 2016","Mon Jun 27 20:12:26 PDT 2016","Tue Jun 28 04:12:26 PDT 2016","Mon Jun 27 20:44:38 PDT 2016","","","16","100% (149/149)","100% (149/149)","100% (149/149)","http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3367203998.jpg","1","0","2",""
