"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"34OWYT6U3WYG3KK9OGTG3KM6P6W9IB","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:32 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:32 PDT 2016","","","39JEC7537VJPA896P97S9J9QIQ2VCZ","A20K80GWXI69Z7","Approved","Mon Jun 27 18:20:50 PDT 2016","Mon Jun 27 18:25:03 PDT 2016","Tue Jun 28 02:25:03 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","253","100% (289/289)","100% (289/289)","100% (175/175)","http://s3.amazonaws.com/caption-scene/upload_batches/20000_21000/4554539616.jpg","0","0","4",""
"34OWYT6U3WYG3KK9OGTG3KM6P6W9IB","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:32 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:32 PDT 2016","","","3IRIK4HM3B24VIU5O1ZKXRTR1XAC6O","A1DRCRAL9SH5PO","Approved","Mon Jun 27 18:16:57 PDT 2016","Mon Jun 27 18:17:03 PDT 2016","Tue Jun 28 02:17:03 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","6","100% (74/74)","100% (74/74)","100% (74/74)","http://s3.amazonaws.com/caption-scene/upload_batches/20000_21000/4554539616.jpg","0","0","4",""
"34OWYT6U3WYG3KK9OGTG3KM6P6W9IB","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:32 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:32 PDT 2016","","","3RYC5T2D74BGBQ1TLUOOSMJUW34PRE","A1YTD2P7H4QXL2","Approved","Mon Jun 27 18:20:38 PDT 2016","Mon Jun 27 18:21:00 PDT 2016","Tue Jun 28 02:21:00 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","22","100% (84/84)","100% (84/84)","100% (84/84)","http://s3.amazonaws.com/caption-scene/upload_batches/20000_21000/4554539616.jpg","0","0","4",""
"308KJXFUJRNKHHAPAY6KDMZZ65TTAQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:23 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:23 PDT 2016","","","31LVTDXBL8SQK5MVT2VHB5AARTYLR7","A3IVLB1YN1X9H9","Approved","Mon Jun 27 17:54:30 PDT 2016","Mon Jun 27 17:54:42 PDT 2016","Tue Jun 28 01:54:42 PDT 2016","Mon Jun 27 18:32:23 PDT 2016","","","12","100% (202/202)","100% (202/202)","100% (122/122)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3183266412.jpg","1","0","5",""
"308KJXFUJRNKHHAPAY6KDMZZ65TTAQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:23 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:23 PDT 2016","","","3EA3QWIZ4JD1AJRHCO3ZJ4J0YAZTIC","A110KENBXU7SUJ","Approved","Mon Jun 27 17:48:47 PDT 2016","Mon Jun 27 17:48:55 PDT 2016","Tue Jun 28 01:48:55 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","8","100% (14/14)","100% (14/14)","100% (14/14)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3183266412.jpg","1","0","0",""
"308KJXFUJRNKHHAPAY6KDMZZ65TTAQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:23 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:23 PDT 2016","","","3OSWBBLG1FFRJPKFPK3LHAOTJ1KDXI","A2SMDHLM9CQJWM","Approved","Mon Jun 27 18:10:58 PDT 2016","Mon Jun 27 18:11:06 PDT 2016","Tue Jun 28 02:11:06 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","8","100% (93/93)","100% (93/93)","100% (93/93)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3183266412.jpg","1","0","0",""
"3IZVJEBJ6A1FGR7LQDEQJ5YUVIQ6ZU","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:32 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:32 PDT 2016","","","31EUONYN2WLQJX69FEGJ4J3774EOVI","A25YG9M911WA3T","Approved","Mon Jun 27 17:49:33 PDT 2016","Mon Jun 27 17:49:41 PDT 2016","Tue Jun 28 01:49:41 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","8","100% (53/53)","100% (53/53)","100% (53/53)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/241979236.jpg","1","0","0",""
"3IZVJEBJ6A1FGR7LQDEQJ5YUVIQ6ZU","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:32 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:32 PDT 2016","","","3HRMW88U178MQTKHZ1DHRMOCI8R0MS","A3PVIRB9JTIZHJ","Approved","Mon Jun 27 18:10:06 PDT 2016","Mon Jun 27 18:10:21 PDT 2016","Tue Jun 28 02:10:21 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","15","100% (237/237)","100% (237/237)","100% (225/225)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/241979236.jpg","1","0","0",""
"3IZVJEBJ6A1FGR7LQDEQJ5YUVIQ6ZU","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:32 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:32 PDT 2016","","","3XM0HYN6NLHR2MWOZO4OTFKBHEDEPP","A1NF6PELRKACS9","Approved","Mon Jun 27 18:15:21 PDT 2016","Mon Jun 27 18:15:32 PDT 2016","Tue Jun 28 02:15:32 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","11","100% (42/42)","100% (42/42)","100% (42/42)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/241979236.jpg","1","0","0",""
"39RRBHZ0AUI0VHMMRLMYVXETCBGVZ9","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Mon Jun 27 17:43:32 PDT 2016","3","BatchId:2445596;","600","28800","Mon Jul 04 17:43:32 PDT 2016","","","3PXX5PX6LYGM8FE20EK12CPVFV2BA8","A2OJ5XOEKTKRR9","Approved","Mon Jun 27 18:21:43 PDT 2016","Mon Jun 27 18:22:04 PDT 2016","Tue Jun 28 02:22:04 PDT 2016","Mon Jun 27 18:32:24 PDT 2016","","","21","100% (232/233)","100% (227/227)","100% (227/227)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/12904242.jpg","1","0","2",""
