image_url,worker_id,q1,q2,q3,q4
http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2871989067.jpg,A610SH5RY1NG1,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2871989067.jpg,A2OJ5XOEKTKRR9,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2871989067.jpg,A3UUH3632AI3ZX,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2647755755.jpg,A3G3205514RC9K,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2647755755.jpg,A3UUH3632AI3ZX,1,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2647755755.jpg,A2OJ5XOEKTKRR9,1,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4455999741.jpg,A3DTBL9NV7SDQC,1,0,4,NA
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4455999741.jpg,A610SH5RY1NG1,1,0,4,NA
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4455999741.jpg,A28GJDYQQ6KGEO,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4151679198.jpg,A2OJ5XOEKTKRR9,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4151679198.jpg,A610SH5RY1NG1,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4151679198.jpg,A28GJDYQQ6KGEO,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4338039834.jpg,A38OYO6BYY7F7J,1,1,NA,2
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4338039834.jpg,A3UUH3632AI3ZX,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4338039834.jpg,A610SH5RY1NG1,1,1,NA,2
http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3409506817.jpg,A3UUH3632AI3ZX,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3409506817.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3409506817.jpg,A28GJDYQQ6KGEO,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4685287275.jpg,A610SH5RY1NG1,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4685287275.jpg,A2OJ5XOEKTKRR9,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4685287275.jpg,A28GJDYQQ6KGEO,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/226680398.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/226680398.jpg,A28GJDYQQ6KGEO,1,1,NA,4
http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/226680398.jpg,A37WDOIQH6JM6V,1,1,NA,1
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4944827656.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4944827656.jpg,A610SH5RY1NG1,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4944827656.jpg,A2UUT3XS4L80YU,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4099290978.jpg,A3UUH3632AI3ZX,1,0,5,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4099290978.jpg,AHN71C7F6T6RK,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4099290978.jpg,A610SH5RY1NG1,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/242558556.jpg,A3UUH3632AI3ZX,1,1,NA,4
http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/242558556.jpg,A3FG6OAB333FEU,1,1,NA,4
http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/242558556.jpg,A3H35QRODK1C4K,1,1,NA,1
http://s3.amazonaws.com/caption-scene/upload_batches/3000_4000/2170222061.jpg,A2OJ5XOEKTKRR9,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/3000_4000/2170222061.jpg,AHN71C7F6T6RK,1,1,NA,1
http://s3.amazonaws.com/caption-scene/upload_batches/3000_4000/2170222061.jpg,A1MJECBV45AP5O,1,1,NA,1
http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2696951725.jpg,A3UUH3632AI3ZX,1,1,NA,3
http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2696951725.jpg,A29NA4283YJ26D,1,1,NA,0
http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2696951725.jpg,A2OJ5XOEKTKRR9,1,1,NA,0
http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4756974733.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4756974733.jpg,A20S480R0WXX3N,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4756974733.jpg,A28GJDYQQ6KGEO,1,0,4,NA
http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1462461942.jpg,A28GJDYQQ6KGEO,0,0,5,NA
http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1462461942.jpg,A3UUH3632AI3ZX,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1462461942.jpg,A2OJ5XOEKTKRR9,0,0,4,NA
http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/378398142.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/378398142.jpg,A29NA4283YJ26D,1,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/378398142.jpg,A3N8C7XN2ZIEY2,1,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/171133671.jpg,A29NA4283YJ26D,0,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/171133671.jpg,A37WDOIQH6JM6V,0,0,4,NA
http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/171133671.jpg,A28GJDYQQ6KGEO,0,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/424379231.jpg,A28GJDYQQ6KGEO,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/424379231.jpg,A2OJ5XOEKTKRR9,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/424379231.jpg,A3H35QRODK1C4K,1,1,NA,3
http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2938523789.jpg,A610SH5RY1NG1,0,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2938523789.jpg,A28GJDYQQ6KGEO,0,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2938523789.jpg,A2OJ5XOEKTKRR9,0,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4857278444.jpg,A3H35QRODK1C4K,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4857278444.jpg,A3UUH3632AI3ZX,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4857278444.jpg,A610SH5RY1NG1,0,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4972635204.jpg,A28GJDYQQ6KGEO,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4972635204.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4972635204.jpg,A29NA4283YJ26D,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1167908324.jpg,A3UUH3632AI3ZX,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1167908324.jpg,A28GJDYQQ6KGEO,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1167908324.jpg,A610SH5RY1NG1,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3302986588.jpg,A29NA4283YJ26D,1,0,5,NA
http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3302986588.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3302986588.jpg,A3UUH3632AI3ZX,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4889482908.jpg,A3N8C7XN2ZIEY2,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4889482908.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4889482908.jpg,A3DTBL9NV7SDQC,0,0,5,NA
http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5738179350.jpg,A610SH5RY1NG1,1,1,NA,1
http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5738179350.jpg,A3H35QRODK1C4K,1,1,NA,1
http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5738179350.jpg,A29NA4283YJ26D,1,0,5,NA
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4950401297.jpg,A28GJDYQQ6KGEO,1,1,NA,4
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4950401297.jpg,A610SH5RY1NG1,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4950401297.jpg,A3UUH3632AI3ZX,1,1,NA,4
http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3442978981.jpg,A3UUH3632AI3ZX,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3442978981.jpg,A1MJECBV45AP5O,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3442978981.jpg,A2OJ5XOEKTKRR9,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/38541144.jpg,A3H35QRODK1C4K,0,0,4,NA
http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/38541144.jpg,A29NA4283YJ26D,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/38541144.jpg,A3UUH3632AI3ZX,0,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/3000_4000/2195620255.jpg,A610SH5RY1NG1,1,1,NA,1
http://s3.amazonaws.com/caption-scene/upload_batches/3000_4000/2195620255.jpg,A28GJDYQQ6KGEO,1,1,NA,1
http://s3.amazonaws.com/caption-scene/upload_batches/3000_4000/2195620255.jpg,A2OJ5XOEKTKRR9,1,1,NA,2
http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/6914677094.jpg,A28GJDYQQ6KGEO,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/6914677094.jpg,A3UUH3632AI3ZX,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/6914677094.jpg,A610SH5RY1NG1,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4358234800.jpg,A37WDOIQH6JM6V,0,0,5,NA
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4358234800.jpg,A79QGFH9KEJAV,0,0,5,NA
http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4358234800.jpg,A28GJDYQQ6KGEO,0,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1319977717.jpg,A3N8C7XN2ZIEY2,1,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1319977717.jpg,A3UUH3632AI3ZX,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1319977717.jpg,A610SH5RY1NG1,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2255332561.jpg,A2HTN7HCNBQ8V4,1,1,NA,2
http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2255332561.jpg,A610SH5RY1NG1,1,1,NA,2
http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2255332561.jpg,A2OJ5XOEKTKRR9,1,1,NA,2
http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2736991184.jpg,A28GJDYQQ6KGEO,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2736991184.jpg,A3G3205514RC9K,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2736991184.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3503987396.jpg,A2OJ5XOEKTKRR9,1,1,NA,2
http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3503987396.jpg,A29NA4283YJ26D,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3503987396.jpg,A28GJDYQQ6KGEO,1,1,NA,4
http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8118985445.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8118985445.jpg,A3N8C7XN2ZIEY2,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8118985445.jpg,A29NA4283YJ26D,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4703345907.jpg,A2OJ5XOEKTKRR9,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4703345907.jpg,AHN71C7F6T6RK,1,0,2,NA
http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4703345907.jpg,A610SH5RY1NG1,1,0,0,NA
http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1121416483.jpg,A2OJ5XOEKTKRR9,0,0,3,NA
http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1121416483.jpg,A1MJECBV45AP5O,0,0,3,NA
