HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.img_url,Answer.Answer_1,Answer.Answer_2,Answer.Answer_3,Answer.Answer_4,Approve,Reject
3I6NF2WGIGDJ66C2V2GW6S4OOVYG58,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,337RC3OW06KIDC3C2M0RC2ZDCWDLVW,A326JADUNTB5S,Approved,Mon Jun 27 11:14:04 PDT 2016,Mon Jun 27 11:14:40 PDT 2016,Mon Jun 27 19:14:40 PDT 2016,Mon Jun 27 11:32:20 PDT 2016,,,36,100% (16/16),100% (16/16),100% (3/3),http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/4651584229.jpg,0,0,3,,,
3I6NF2WGIGDJ66C2V2GW6S4OOVYG58,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,33SA9F9TRYCHMVTPBAIJL9S7A8EWEU,A20K80GWXI69Z7,Approved,Mon Jun 27 11:14:19 PDT 2016,Mon Jun 27 11:16:11 PDT 2016,Mon Jun 27 19:16:11 PDT 2016,Mon Jun 27 11:32:20 PDT 2016,,,112,100% (163/163),100% (163/163),100% (49/49),http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/4651584229.jpg,0,0,3,,,
3I6NF2WGIGDJ66C2V2GW6S4OOVYG58,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3K2755HG5TLAJ3TUPQXZB3OMFTOFDN,A2UJ4L3BZQDRIG,Approved,Mon Jun 27 11:15:11 PDT 2016,Mon Jun 27 11:17:07 PDT 2016,Mon Jun 27 19:17:07 PDT 2016,Mon Jun 27 11:32:20 PDT 2016,,,116,100% (187/187),100% (187/187),100% (30/30),http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/4651584229.jpg,0,0,3,,,
32TMVRKDGNFMH82KYZLY9NHC0GQ84F,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,33JKGHPFYDCPBPCO07FF2YKPQY2NMK,A2TDG6J24S3T5H,Approved,Mon Jun 27 11:15:45 PDT 2016,Mon Jun 27 11:16:02 PDT 2016,Mon Jun 27 19:16:02 PDT 2016,Mon Jun 27 11:32:12 PDT 2016,,,17,100% (13/13),100% (13/13),100% (13/13),http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/2354829523.jpg,1,0,2,,,
32TMVRKDGNFMH82KYZLY9NHC0GQ84F,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3EJPLAJKENYH3B5FGFJS8PUCACVZ63,AYDDIDXTRHXZ5,Approved,Mon Jun 27 11:16:49 PDT 2016,Mon Jun 27 11:17:10 PDT 2016,Mon Jun 27 19:17:10 PDT 2016,Mon Jun 27 11:32:12 PDT 2016,,,21,100% (13/13),100% (13/13),100% (13/13),http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/2354829523.jpg,1,1,,4,,
32TMVRKDGNFMH82KYZLY9NHC0GQ84F,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3L4D84MIL0A70LKSUC7AHMVC0SYHJ1,A20K80GWXI69Z7,Approved,Mon Jun 27 11:14:36 PDT 2016,Mon Jun 27 11:18:14 PDT 2016,Mon Jun 27 19:18:14 PDT 2016,Mon Jun 27 11:32:12 PDT 2016,,,218,100% (163/163),100% (163/163),100% (49/49),http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/2354829523.jpg,1,0,0,,,
3QGHA0EA0JHHS8JBBHBRVHQ4SF9BW2,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3E13VNJ1NOD01ZF8A5JPDY056OF1IC,A2BHHEWR9PRDX8,Approved,Mon Jun 27 11:19:02 PDT 2016,Mon Jun 27 11:19:27 PDT 2016,Mon Jun 27 19:19:27 PDT 2016,Mon Jun 27 11:32:30 PDT 2016,,,25,100% (10/10),100% (10/10),100% (10/10),http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2773744784.jpg,1,0,3,,,
3QGHA0EA0JHHS8JBBHBRVHQ4SF9BW2,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3NXNZ5RS1BFL1K17VRUL1FSFQKQ79U,A20K80GWXI69Z7,Approved,Mon Jun 27 11:14:51 PDT 2016,Mon Jun 27 11:20:11 PDT 2016,Mon Jun 27 19:20:11 PDT 2016,Mon Jun 27 11:32:30 PDT 2016,,,320,100% (163/163),100% (163/163),100% (49/49),http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2773744784.jpg,1,0,3,,,
3QGHA0EA0JHHS8JBBHBRVHQ4SF9BW2,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3QECW5O0KIJPYVW254K5UVFVTLY5TD,A2UJ4L3BZQDRIG,Approved,Mon Jun 27 11:16:47 PDT 2016,Mon Jun 27 11:18:53 PDT 2016,Mon Jun 27 19:18:53 PDT 2016,Mon Jun 27 11:32:30 PDT 2016,,,126,100% (187/187),100% (187/187),100% (30/30),http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2773744784.jpg,1,0,0,,,
3VEI3XUCZREEO63ZVSJM32NCH49PRY,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3E47SOBEYREKO2P6Q289UUJWAL4CIB,AURYD2FH3FUOQ,Approved,Mon Jun 27 11:14:45 PDT 2016,Mon Jun 27 11:15:35 PDT 2016,Mon Jun 27 19:15:35 PDT 2016,Mon Jun 27 11:32:32 PDT 2016,,,50,100% (3/3),100% (3/3),100% (3/3),http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4945968199.jpg,0,0,5,,,
3VEI3XUCZREEO63ZVSJM32NCH49PRY,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3HPZF4IVNNB6E24BUKUCGIDK041YC2,A20K80GWXI69Z7,Approved,Mon Jun 27 11:13:39 PDT 2016,Mon Jun 27 11:15:38 PDT 2016,Mon Jun 27 19:15:38 PDT 2016,Mon Jun 27 11:32:33 PDT 2016,,,119,100% (163/163),100% (163/163),100% (49/49),http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4945968199.jpg,1,0,2,,,
3VEI3XUCZREEO63ZVSJM32NCH49PRY,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3TXMY6UCAF6X50DP3ADI3WAI1VLQCS,A2BHHEWR9PRDX8,Approved,Mon Jun 27 11:16:09 PDT 2016,Mon Jun 27 11:16:50 PDT 2016,Mon Jun 27 19:16:50 PDT 2016,Mon Jun 27 11:32:33 PDT 2016,,,41,100% (10/10),100% (10/10),100% (10/10),http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4945968199.jpg,0,0,5,,,
3KVQ0UJWPX2F3S22A7KESVQCIJO5WW,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3LO69W1SU4VZVFDHDR15C1W3PHPGL2,A2UJ4L3BZQDRIG,Approved,Mon Jun 27 11:14:07 PDT 2016,Mon Jun 27 11:15:18 PDT 2016,Mon Jun 27 19:15:18 PDT 2016,Mon Jun 27 11:32:21 PDT 2016,,,71,100% (187/187),100% (187/187),100% (30/30),http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/3903095674.jpg,1,0,0,,,
3KVQ0UJWPX2F3S22A7KESVQCIJO5WW,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3VNL7UK1XG1H0SPRBGXEG768IFDFT7,A2BHHEWR9PRDX8,Approved,Mon Jun 27 11:18:07 PDT 2016,Mon Jun 27 11:18:21 PDT 2016,Mon Jun 27 19:18:21 PDT 2016,Mon Jun 27 11:32:21 PDT 2016,,,14,100% (10/10),100% (10/10),100% (10/10),http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/3903095674.jpg,1,0,0,,,
3KVQ0UJWPX2F3S22A7KESVQCIJO5WW,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 11:12:02 PDT 2016,3,BatchId:2444885;,600,28800,Mon Jul 04 11:12:02 PDT 2016,,,3Z7ISHFUH1D47PO39UGQS3Q3G7M8ZZ,A20K80GWXI69Z7,Approved,Mon Jun 27 11:16:03 PDT 2016,Mon Jun 27 11:21:19 PDT 2016,Mon Jun 27 19:21:19 PDT 2016,Mon Jun 27 11:32:21 PDT 2016,,,316,100% (163/163),100% (163/163),100% (49/49),http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/3903095674.jpg,1,0,0,,,
