35YHTYFL1GKUQ0VMQ8M0AW4471AFVS,AZD3HQEB7KVNT,http://s3.amazonaws.com/caption-scene/upload_batches/20000_21000/449233992.jpg,AZD3HQEB7KVNT,0,0,2,NA
3WYZV0QBFJUWH8O1LM7DX04B1X2BXE,A2OXXHGAM7B0Y,http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/4001021645.jpg,A2OXXHGAM7B0Y,1,0,0,NA
3WYZV0QBFJUWH8O1LM7DX04B1X2BXE,A1JK98CUTURSFN,http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/4001021645.jpg,A1JK98CUTURSFN,0,0,0,4
3WYZV0QBFJUWH8O1LM7DX04B1X2BXE,ABUV8JCQQ1TCZ,http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/4001021645.jpg,ABUV8JCQQ1TCZ,0,0,4,NA
3M93N4X8HK4U3A0EF4E7WG6WUN9JSZ,AW2G73576J31Q,http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/466956209.jpg,AW2G73576J31Q,1,1,NA,2
3M93N4X8HK4U3A0EF4E7WG6WUN9JSZ,A3UUH3632AI3ZX,http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/466956209.jpg,A3UUH3632AI3ZX,1,1,NA,2
3M93N4X8HK4U3A0EF4E7WG6WUN9JSZ,A1JK98CUTURSFN,http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/466956209.jpg,A1JK98CUTURSFN,1,1,2,2
3R5OYNIC2CQR4LGRZHOH3HOU55STPX,A2OXXHGAM7B0Y,http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4698152924.jpg,A2OXXHGAM7B0Y,1,0,4,NA
3R5OYNIC2CQR4LGRZHOH3HOU55STPX,AGCT3MYMR1QRL,http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4698152924.jpg,AGCT3MYMR1QRL,1,0,0,NA
3R5OYNIC2CQR4LGRZHOH3HOU55STPX,A1X0H6VAK3AQE9,http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4698152924.jpg,A1X0H6VAK3AQE9,1,0,0,NA
3VEI3XUCZREEO63ZVSJM32NCHKWRPJ,A118DWOXWSI8VC,http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/525887861.jpg,A118DWOXWSI8VC,0,0,3,NA
3VEI3XUCZREEO63ZVSJM32NCHKWRPJ,AW2G73576J31Q,http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/525887861.jpg,AW2G73576J31Q,1,0,2,NA
3VEI3XUCZREEO63ZVSJM32NCHKWRPJ,A1X0H6VAK3AQE9,http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/525887861.jpg,A1X0H6VAK3AQE9,1,0,0,NA
3PR3LXCWSFGDTF94N2TH6U9LDXZX9Q,A3MXWEQ7PN3F2T,http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2896237618.jpg,A3MXWEQ7PN3F2T,0,0,2,NA
3PR3LXCWSFGDTF94N2TH6U9LDXZX9Q,A2F0NZQ8F9ON8C,http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2896237618.jpg,A2F0NZQ8F9ON8C,0,0,2,NA
3PR3LXCWSFGDTF94N2TH6U9LDXZX9Q,A1X0H6VAK3AQE9,http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2896237618.jpg,A1X0H6VAK3AQE9,0,0,2,NA
3OZ4VAIBEXWAV2HI9ZJC73Q3TR3JV4,AW2G73576J31Q,http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4809590488.jpg,AW2G73576J31Q,1,0,2,NA
3OZ4VAIBEXWAV2HI9ZJC73Q3TR3JV4,A610SH5RY1NG1,http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4809590488.jpg,A610SH5RY1NG1,1,0,2,NA
